season,date,home_team,away_team,result,ll_market,ll_dc,ll_e1a,gap_dc,gap_e1a,gap_rps_dc,favourite_p,favourite_bin,matchweek,matchweek_bucket,promoted_detail,market_pick,favourite_correct
2025-2026,2025-10-18,Crystal Palace,Bournemouth,D,1.246382905907115,1.2523260998146992,1.3985992230163933,0.0059431939075842433,0.1522163171092783,-0.0022839311614913649,0.44134505158578524,0.40-0.50,8,MW 7-19,neither promoted,H,favourite did not
2022-2023,2022-09-03,Nottingham,Bournemouth,A,1.3052234059300485,1.7047119031640572,1.2356617083358277,0.3994884972340087,-0.069561697594220817,0.065338701816192502,0.44134505158578524,0.40-0.50,6,MW 1-6,both promoted,H,favourite did not
2022-2023,2022-12-26,Leicester City,Newcastle,A,0.81792827957425196,0.85519124085303677,0.91954028841387248,0.037262961278784812,0.10161200883962052,0.016632326109189882,0.44134505158578524,0.40-0.50,17,MW 7-19,neither promoted,A,favourite delivered
2025-2026,2025-12-02,Bournemouth,Everton,A,1.246382905907115,1.2312229430527837,1.5956571824602077,-0.015159962854331299,0.34927427655309273,0.0014826249896642274,0.44134505158578524,0.40-0.50,14,MW 7-19,neither promoted,H,favourite did not
2023-2024,2023-10-02,Fulham,Chelsea,A,0.81744489723752245,1.2592828533035128,0.74605231171445396,0.4418379560659903,-0.071392585523068486,0.15767444261405228,0.44155844155844154,0.40-0.50,7,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2023-11-25,Burnley,West Ham,A,0.81744489723752245,0.44709039362156455,0.86012365577214123,-0.3703545036159579,0.042678758534618777,-0.11315915917238711,0.44155844155844154,0.40-0.50,13,MW 7-19,home promoted,A,favourite delivered
2024-2025,2025-05-05,Crystal Palace,Nottingham,D,1.2757524867200667,1.3535377422697576,1.4145101370643494,0.077785255549690957,0.13875765034428267,0.0025568821940942232,0.44155844155844154,0.40-0.50,35,MW 32-38,neither promoted,H,favourite did not
2025-2026,2025-11-22,Brighton,Brentford,H,0.81744489723752245,0.75245568124502338,0.73071624549913738,-0.064989215992499072,-0.086728651738385065,-0.0083650987359643048,0.44155844155844154,0.40-0.50,12,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2024-01-12,Burnley,Luton Town,D,1.2757524867200667,1.480543746115013,1.4498489887989905,0.20479125939494636,0.1740965020789238,0.013753593415756271,0.44155844155844154,0.40-0.50,21,MW 20-31,both promoted,H,favourite did not
2022-2023,2023-04-15,Aston Villa,Newcastle,H,1.2757524867200667,1.1952687798470005,1.1664009770249577,-0.080483706873066163,-0.10935150969510898,-0.016930461921839113,0.44155844155844154,0.40-0.50,31,MW 20-31,neither promoted,A,favourite did not
2024-2025,2025-03-08,Brentford,Aston Villa,A,1.1810060577528092,1.2436283977886962,1.0796143777247718,0.062622340035886959,-0.10139168002803745,0.030361551002196063,0.44260755213225622,0.40-0.50,28,MW 20-31,neither promoted,H,favourite did not
2022-2023,2023-05-04,Brighton,Manchester Utd,H,0.81507178840128014,0.65501822065342741,0.63465384074627396,-0.16005356774785273,-0.18041794765500618,-0.052303998428923026,0.44260755213225622,0.40-0.50,28,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2025-02-16,Tottenham,Manchester Utd,H,0.81507178840128014,0.66441904174691557,0.79258850493082167,-0.15065274665436457,-0.022483283470458471,-0.05405959845605901,0.44260755213225622,0.40-0.50,25,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2024-02-11,Aston Villa,Manchester Utd,A,1.1810060577528092,1.5109281460433501,1.2788860256270727,0.32992208829054093,0.097879967874263452,0.11162127447542602,0.44260755213225622,0.40-0.50,24,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-10-19,Southampton,Leicester City,A,1.2280034470590453,0.49652783260403238,1.3409526015008753,-0.73147561445501297,0.11294915444182996,-0.26093638426446047,0.44272065083719608,0.40-0.50,8,MW 7-19,both promoted,H,favourite did not
2023-2024,2024-03-02,Brentford,Chelsea,D,1.3302822961794636,1.4521401515126373,1.51112853457592,0.12185785533317373,0.18084623839645642,0.0059104320216012696,0.44272065083719608,0.40-0.50,27,MW 20-31,neither promoted,A,favourite did not
2024-2025,2025-04-05,Aston Villa,Nottingham,H,0.81271116058732362,1.1665546541829919,0.80845530942781385,0.35384349359566825,-0.0042558511595097714,0.15134976401432521,0.44365361803084219,0.40-0.50,31,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2026-02-07,Burnley,West Ham,A,0.81224316773195737,0.98729584442068674,0.82592298957409394,0.17505267668872937,0.013679821842136564,0.059645101584464677,0.44386129334582947,0.40-0.50,25,MW 20-31,home promoted,A,favourite delivered
2023-2024,2024-03-02,Everton,West Ham,A,1.2388235178080989,1.2297863292389086,1.5421562066469618,-0.0090371885691902243,0.303332688838863,-0.0094353434284310533,0.4446939921392476,0.40-0.50,27,MW 20-31,neither promoted,H,favourite did not
2025-2026,2026-01-25,Newcastle,Aston Villa,A,1.2388235178080989,1.1592906120088202,1.2964018112083304,-0.07953290579927863,0.057578293400231573,-0.034907976594651224,0.4446939921392476,0.40-0.50,23,MW 20-31,neither promoted,H,favourite did not
2025-2026,2025-12-14,Brentford,Leeds United,D,1.2388235178080989,1.6225016362497455,1.3962435953732413,0.38367811844164668,0.15742007756514242,0.06391364628416929,0.4446939921392476,0.40-0.50,16,MW 7-19,away promoted,H,favourite did not
2022-2023,2022-11-12,Newcastle,Chelsea,H,0.80943516828321127,0.57748931759740407,0.75878163178632674,-0.2319458506858072,-0.050653536496884533,-0.078207808826824932,0.44510940714419295,0.40-0.50,16,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-08-26,Brentford,Crystal Palace,D,1.2677427577657554,1.4144111982419465,1.4691924780828571,0.1466684404761911,0.20144972031710173,0.046865161811265266,0.44510940714419295,0.40-0.50,3,MW 1-6,neither promoted,H,favourite did not
2023-2024,2023-11-25,Sheffield United,Bournemouth,A,0.80943516828321105,0.90561763058220623,0.61649404198954494,0.096182462298995186,-0.19294112629366611,0.051073097053048577,0.44510940714419306,0.40-0.50,13,MW 7-19,home promoted,A,favourite delivered
2024-2025,2024-12-26,Nottingham,Tottenham,H,0.80578881671591018,1.1499767643091743,0.94016731486894756,0.3441879475932641,0.13437849815303737,0.12455330758672861,0.4467353951890034,0.40-0.50,18,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-02-08,Liverpool,Manchester City,A,1.1624637606546424,0.86332784546914187,1.0652305505247346,-0.29913591518550053,-0.097233210129907821,-0.12539178378475696,0.4467353951890034,0.40-0.50,25,MW 20-31,neither promoted,H,favourite did not
2025-2026,2025-12-20,Wolves,Brentford,A,0.80437281567016972,0.56262560934678763,0.87704686366839013,-0.24174720632338209,0.072674047998220415,-0.079539311758215686,0.44736842105263158,0.40-0.50,17,MW 7-19,neither promoted,A,favourite delivered
2025-2026,2025-11-01,Nottingham,Manchester Utd,D,1.3950881474769707,1.3715584983450482,1.4655060856552649,-0.02352964913192257,0.070417938178294115,0.003652200537382605,0.44842025123715262,0.40-0.50,10,MW 7-19,neither promoted,A,favourite did not
2024-2025,2025-01-04,Southampton,Brentford,A,0.80177159467064563,0.42394662458465332,0.77941478364569505,-0.37782497008599231,-0.022356811024950574,-0.12712937243092853,0.44853364002300172,0.40-0.50,20,MW 20-31,home promoted,A,favourite delivered
2025-2026,2025-09-20,Fulham,Brentford,H,0.80177159467064563,1.0246239193916715,0.74540762996703458,0.2228523247210259,-0.056363964703611047,0.10139598286769164,0.44853364002300172,0.40-0.50,5,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2024-02-04,Arsenal,Liverpool,H,0.80177159467064563,0.98597370544244778,1.0075641279533607,0.18420211077180215,0.20579253328271507,0.070701164989394133,0.44853364002300172,0.40-0.50,23,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2024-12-05,Bournemouth,Tottenham,H,0.79975691561820361,1.1799083177388454,1.1200311261200326,0.3801514021206418,0.32027421050182903,0.13535665795861718,0.449438202247191,0.40-0.50,14,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-12-03,Bournemouth,Aston Villa,D,1.4441139320087166,1.7811505816253734,1.6069208750618167,0.3370366496166568,0.16280694305310006,0.085333510882252689,0.44943820224719105,0.40-0.50,14,MW 7-19,neither promoted,A,favourite did not
2022-2023,2022-12-26,Brentford,Tottenham,D,1.3363671871633835,1.4631128941803466,1.502592170512697,0.12674570701696308,0.16622498334931346,0.011801527266405459,0.4505119453924914,0.40-0.50,17,MW 7-19,neither promoted,A,favourite did not
2025-2026,2026-02-01,Nottingham,Crystal Palace,D,1.2493558101737536,1.080276522202235,1.1823499683245196,-0.16907928797151861,-0.067005841849234082,-0.022130285214082945,0.4505119453924914,0.40-0.50,24,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-12-04,Everton,Wolves,H,0.79737068643069664,1.2238447269583976,0.7713313987775835,0.42647404052770099,-0.026039287653113141,0.15054208718509932,0.4505119453924914,0.40-0.50,14,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-09-20,Brighton,Tottenham,D,1.3363671871633833,1.5342540400681794,1.5966260636694769,0.19788685290479613,0.26025887650609358,0.012516166576898496,0.45051194539249145,0.40-0.50,5,MW 1-6,neither promoted,H,favourite did not
2022-2023,2022-09-03,Brentford,Leeds United,H,0.79737068643069653,0.51056305150367109,0.7433993602945661,-0.28680763492702543,-0.053971326136130426,-0.094405328181014742,0.45051194539249145,0.40-0.50,6,MW 1-6,neither promoted,H,favourite delivered
2022-2023,2022-10-22,Chelsea,Manchester Utd,D,1.3363671871633833,1.3986607073305579,1.2970562022808882,0.062293520167174599,-0.03931098488249507,0.038332067925615554,0.45051194539249145,0.40-0.50,13,MW 7-19,neither promoted,H,favourite did not
2022-2023,2023-02-04,Aston Villa,Leicester City,A,1.2782848372904874,1.319448046045629,1.3181253413336946,0.041163208755141678,0.03984050404320727,0.016937747895293565,0.45092838196286467,0.40-0.50,22,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-10-05,Brentford,Wolves,H,0.79644675039774915,0.63745938655686774,0.69582245086662931,-0.15898736384088141,-0.10062429953111984,-0.054298424678409868,0.45092838196286467,0.40-0.50,7,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-01-25,Crystal Palace,Chelsea,A,0.79644675039774893,0.8858560015328516,0.88046871479465283,0.089409251135102674,0.084021964396903903,0.01592907744978464,0.45092838196286478,0.40-0.50,23,MW 20-31,neither promoted,A,favourite delivered
2025-2026,2026-02-06,Leeds United,Nottingham,H,0.79644675039774893,0.8892285839874946,0.8700233162710258,0.092781833589745677,0.073576565873276878,0.029779211062480576,0.45092838196286478,0.40-0.50,25,MW 20-31,home promoted,H,favourite delivered
2025-2026,2026-05-10,Nottingham,Newcastle,D,1.2782848372904871,1.3503595499282115,1.2747886828646544,0.072074712637724359,-0.0034961544258327315,0.016825554112290225,0.45092838196286478,0.40-0.50,36,MW 32-38,neither promoted,A,favourite did not
2025-2026,2026-02-07,Fulham,Everton,A,1.3072723741637395,1.2956847516224108,1.3421042986369662,-0.011587622541328724,0.034831924473226694,-0.024627782493879369,0.45092838196286478,0.40-0.50,25,MW 20-31,neither promoted,H,favourite did not
2025-2026,2026-04-11,Brentford,Everton,D,1.2782848372904871,1.1433173937604288,1.1790917577183297,-0.1349674435300583,-0.099193079572157394,-0.020883048580462332,0.45092838196286478,0.40-0.50,32,MW 32-38,neither promoted,H,favourite did not
2025-2026,2025-08-23,Brentford,Aston Villa,H,1.2782848372904871,1.1076646616310182,0.99709325392616222,-0.17062017565946896,-0.28119158336432493,-0.054955457148212428,0.45092838196286478,0.40-0.50,2,MW 1-6,neither promoted,A,favourite did not
2024-2025,2025-02-15,Fulham,Nottingham,H,0.79644675039774893,1.1780728104702414,0.81424375142626704,0.38162606007249245,0.017797001028518111,0.13871122149355627,0.45092838196286478,0.40-0.50,25,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2024-02-10,Nottingham,Newcastle,A,0.79581657840628073,0.6573466839906702,0.88769116372258983,-0.13846989441561053,0.091874585316309099,-0.043354549807866322,0.45121263395375066,0.40-0.50,24,MW 20-31,neither promoted,A,favourite delivered
2025-2026,2025-09-27,Brentford,Manchester Utd,H,1.217030043482584,0.74984825803815391,1.1079811704857245,-0.46718178544443012,-0.1090488729968595,-0.16764737155345183,0.45121263395375066,0.40-0.50,6,MW 1-6,neither promoted,A,favourite did not
2024-2025,2024-10-06,Aston Villa,Manchester Utd,D,1.4146892273360394,1.4221663440369503,1.3512091828706014,0.0074771167009108908,-0.063480044465437979,0.0093915110616287489,0.45128779395296748,0.40-0.50,7,MW 7-19,neither promoted,H,favourite did not
2025-2026,2026-02-11,Aston Villa,Brighton,H,0.79125065826988294,0.69245572928897314,0.83071025510411867,-0.098794928980909802,0.039459596834235722,-0.045915652245446414,0.45327754532775449,0.40-0.50,26,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2023-01-23,Fulham,Tottenham,A,0.79125065826988272,1.0766300930521817,0.6434832833931331,0.28537943478229899,-0.14776737487674962,0.11541389677682706,0.45327754532775461,0.40-0.50,21,MW 20-31,home promoted,A,favourite delivered
2023-2024,2023-10-29,West Ham,Everton,A,1.2707409807907764,1.5142470528475076,0.97320246849608427,0.24350607205673125,-0.29753851229469208,0.10593484819575189,0.45434298440979953,0.40-0.50,10,MW 7-19,neither promoted,H,favourite did not
2024-2025,2024-12-26,Bournemouth,Crystal Palace,D,1.3278993946307249,1.2592524597832866,1.3433277241506767,-0.068646934847438335,0.015428329519951767,-0.0027339862451069563,0.45434298440979953,0.40-0.50,18,MW 7-19,neither promoted,H,favourite did not
2024-2025,2025-02-22,Fulham,Crystal Palace,A,1.3278993946307247,1.1435718140999576,1.1056325633802699,-0.18432758053076714,-0.22226683125045477,-0.064517952714813587,0.45434298440979959,0.40-0.50,26,MW 20-31,neither promoted,H,favourite did not
2025-2026,2025-10-05,Wolves,Brighton,D,1.3278993946307247,1.5046881438833182,1.2949985479743193,0.17678874925259347,-0.032900846656405358,0.0291216332126088,0.45434298440979959,0.40-0.50,7,MW 7-19,neither promoted,A,favourite did not
2024-2025,2024-09-29,Ipswich Town,Aston Villa,D,1.2992829841302607,1.3455402195398773,1.0927449121152994,0.046257235409616682,-0.20653807201496122,0.043805940989438186,0.45454545454545459,0.40-0.50,6,MW 1-6,home promoted,A,favourite did not
2025-2026,2026-03-01,Brighton,Nottingham,H,0.78845736036427005,0.73022528213468096,0.88332721021986937,-0.05823207822958909,0.09486984985559932,-0.031086721214562268,0.45454545454545459,0.40-0.50,28,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2022-08-14,Chelsea,Tottenham,D,1.2992829841302607,1.294532526796994,1.3122043957836804,-0.0047504573332666222,0.012921411653419757,-0.0082449138722730242,0.45454545454545459,0.40-0.50,2,MW 1-6,neither promoted,H,favourite did not
2024-2025,2024-09-21,Leicester City,Everton,D,1.2992829841302607,1.332380633076373,1.2996899736243861,0.033097648946112335,0.00040698949412543151,0.0078944615433594878,0.45454545454545459,0.40-0.50,5,MW 1-6,home promoted,H,favourite did not
2022-2023,2022-10-29,Brentford,Wolves,D,1.2992829841302607,1.3494205944556645,1.2646042386923737,0.05013761032540387,-0.03467874543788696,0.054989258691807485,0.45454545454545459,0.40-0.50,14,MW 7-19,neither promoted,H,favourite did not
2022-2023,2022-09-16,Aston Villa,Southampton,H,0.78845736036427005,0.64087728211579997,0.80357178499881232,-0.14758007824847008,0.015114424634542267,-0.052182912682103427,0.45454545454545459,0.40-0.50,8,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-12-23,West Ham,Manchester Utd,H,0.78790512841282245,0.89435482528961663,0.98833672721273635,0.10644969687679418,0.2004315987999139,0.041469380246329346,0.45479653839071993,0.40-0.50,18,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2024-10-27,West Ham,Manchester Utd,H,1.2387882240113008,1.1082123985736041,1.1330699203247363,-0.13057582543769675,-0.10571830368656454,-0.055203012298182141,0.45529801324503311,0.40-0.50,9,MW 7-19,neither promoted,A,favourite did not
2024-2025,2025-04-05,Everton,Arsenal,D,1.207264085410009,1.3089889001985631,1.2937337939448741,0.10172481478855411,0.086469708534865131,0.036813570363185805,0.45564074479737127,0.40-0.50,31,MW 20-31,neither promoted,A,favourite did not
2025-2026,2025-11-01,Crystal Palace,Brentford,H,0.78328741107967126,0.76988968139614544,0.66343609076157706,-0.013397729683525816,-0.1198513203180942,0.0059475331312821011,0.45690151660587441,0.40-0.50,10,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-12-30,West Ham,Brighton,D,1.3481095258256612,1.4314724489018738,1.4444019979743508,0.083362923076212514,0.096292472148689523,0.010604774246837145,0.45762095307384509,0.40-0.50,19,MW 7-19,neither promoted,A,favourite did not
2022-2023,2022-09-03,Newcastle,Crystal Palace,D,1.2916783847450415,1.2241591494326081,1.2678098810735559,-0.067519235312433423,-0.02386850367148563,-0.012685534727196829,0.45801526717557256,0.40-0.50,6,MW 1-6,neither promoted,H,favourite did not
2025-2026,2026-04-18,Chelsea,Manchester Utd,A,1.2246811604182772,1.0875101868879335,0.74550738081062951,-0.13717097353034369,-0.47917377960764773,-0.053795509677210751,0.45869483213881562,0.40-0.50,33,MW 32-38,neither promoted,H,favourite did not
2022-2023,2022-10-18,Crystal Palace,Wolves,H,0.77814799070540874,0.61374892279498083,0.65775285840774111,-0.16439906791042791,-0.12039513229766763,-0.065211550967656684,0.45925577013659924,0.40-0.50,12,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2022-08-30,Crystal Palace,Brentford,D,1.2817615666425475,1.3523319770827853,1.4300348625037154,0.070570410440237819,0.14827329586116789,0.0053915947291130473,0.4603234298608499,0.40-0.50,5,MW 1-6,neither promoted,H,favourite did not
2022-2023,2022-08-30,Leeds United,Everton,D,1.3389199804824961,1.3998244362665389,1.4344813218062271,0.060904455784042799,0.095561341323731064,0.011190732270157017,0.4603234298608499,0.40-0.50,5,MW 1-6,neither promoted,H,favourite did not
